fecha,anio,mes,dia_semana,estacion,id_vaca,nombre_vaca,raza,sistema_produccion,edad_meses,numero_lactancia,peso_kg,temperatura_c,humedad_pct,precipitacion_mm,indice_thi,estres_termico,tipo_alimento,consumo_ms_kg,fibra_pct,proteina_dieta_pct,energia_mcal_kg,aditivo_1,aditivo_2,metano_g_dia,intensidad_metano,leche_kg_dia,grasa_pct,proteina_leche_pct,lactosa_pct,omega3_mg_l,antioxidantes_ppm,mastitis,celulas_somaticas,condicion_corporal
2025-07-20,2025,7,Sunday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,74,2,624.32,23.14,55.32,0,69.81,0,Omega Plus,21.14,28.86,18.2,1.67,Algas,Levadura,423.25,12.24,34.58,3.97,3.19,4.74,242.66,14.96,0,190908,3.26
2025-07-21,2025,7,Monday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,74,2,633.77,18.85,39.49,5.93,63.29,0,Omega Plus,20.81,27.17,15.81,1.67,Algas,Levadura,380.84,10.49,36.29,4.03,3.32,4.94,231.43,10.29,0,182413,3.38
2025-07-22,2025,7,Tuesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,74,2,647.75,17.67,34.64,11.41,61.72,0,Omega Plus,23.2,30.7,17.12,1.53,Algas,Levadura,396.95,10.39,38.19,3.93,3.46,5,239.43,11.98,0,133556,2.41
2025-07-23,2025,7,Wednesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,74,2,618.68,18.44,44.14,6.6,62.98,0,Omega Plus,21.82,32.07,16.3,1.33,Algas,Levadura,460.01,12.94,35.54,3.55,3.16,4.81,206.82,11.33,0,174697,3.09
2025-07-24,2025,7,Thursday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,636.46,19.76,48.34,2.99,64.84,0,Omega Plus,21.89,29.75,15.84,1.64,Algas,Levadura,406.15,10.97,37.02,3.78,3.11,4.81,236.45,11.14,0,196332,3.26
2025-07-25,2025,7,Friday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,630.79,17.57,46.19,0,61.95,0,Omega Plus,21.77,33.3,16.51,1.53,Algas,Levadura,458.79,13.08,35.07,3.63,3.21,4.85,215.98,13.43,0,175503,3.19
2025-07-26,2025,7,Saturday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,603.25,18.27,48.33,10.27,62.92,0,Omega Plus,21.33,28.82,16.51,1.7,Algas,Levadura,437.1,12.44,35.14,3.69,3.33,4.87,226.25,12.57,0,118835,3.55
2025-07-27,2025,7,Sunday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,616.86,14.88,42.02,2.24,58.53,0,Omega Plus,23.8,29.65,15.71,1.27,Algas,Levadura,420.7,11.32,37.16,4.22,3.11,4.85,234.49,12.39,0,173280,3.18
2025-07-28,2025,7,Monday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,615.58,18.22,44.1,0.29,62.7,0,Omega Plus,25.11,31.32,16.62,1.37,Algas,Levadura,433.85,12.13,35.77,3.8,3.11,4.7,252.38,10.91,0,189442,2.65
2025-07-29,2025,7,Tuesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,626.99,16.83,38.63,3.14,60.84,0,Omega Plus,17.83,28.86,17.06,1.71,Algas,Levadura,413.17,12.22,33.81,3.63,3.03,4.84,215.13,11.84,0,148837,3.01
2025-07-30,2025,7,Wednesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,640.32,18.83,39.95,2.52,63.28,0,Omega Plus,24.69,29.23,17.47,1.45,Algas,Levadura,432.98,11.94,36.27,3.79,3.25,4.65,242.85,12.92,0,242623,3.05
2025-07-31,2025,7,Thursday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,628.89,16.31,45.27,3.47,60.35,0,Omega Plus,21.7,28.79,16.75,1.83,Algas,Levadura,432.22,11.43,37.8,3.84,3.18,5,236.17,10.35,0,205377,2.67
2025-08-01,2025,8,Friday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,614.46,18.88,46.94,9.04,63.65,0,Omega Plus,22.68,31.9,16.87,1.78,Algas,Levadura,437.65,11.79,37.11,3.75,3.12,4.39,232.09,6.84,0,222686,2.92
2025-08-02,2025,8,Saturday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,636.06,16.62,49.19,7.8,60.82,0,Omega Plus,18.92,31.36,16.48,1.68,Algas,Levadura,417.3,10.91,38.25,3.95,3.05,4.61,257.01,12.62,0,175584,3.45
2025-08-03,2025,8,Sunday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,623.7,13,42.3,2.51,56.23,0,Omega Plus,22.2,28.09,17.73,1.53,Algas,Levadura,441.86,12.34,35.82,3.31,3.26,4.68,276.57,12.3,0,196853,3.48
2025-08-04,2025,8,Monday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,618.92,19.08,49.37,5.77,64.02,0,Omega Plus,24.78,31.69,18.52,1.49,Algas,Levadura,441.95,11.96,36.96,3.88,3.06,4.58,252.16,11.89,0,152616,3.55
2025-08-05,2025,8,Tuesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,626.27,15.77,46.62,9.03,59.69,0,Omega Plus,20.94,25.89,18.13,1.41,Algas,Levadura,383.14,10.69,35.84,3.6,3.3,4.56,245.64,11.56,0,180210,3.46
2025-08-06,2025,8,Wednesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,626.75,18.62,33.51,0.77,62.77,0,Omega Plus,22.16,29,17.45,1.5,Algas,Levadura,427.4,12.15,35.19,3.43,3.15,4.99,239.46,10.28,0,219314,3.19
2025-08-07,2025,8,Thursday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,632.1,20.94,50.87,7,66.54,0,Omega Plus,19.24,26.3,18.51,1.46,Algas,Levadura,409.31,10.98,37.28,4.11,3.02,4.57,239.84,16.03,0,238832,2.99
2025-08-08,2025,8,Friday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,615.41,16.35,46.01,0,60.41,0,Omega Plus,19.09,28.5,14.97,1.53,Algas,Levadura,418.18,12.07,34.64,4.16,3.22,4.65,228.2,12.62,0,146087,2.69
2025-08-09,2025,8,Saturday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,610.68,16.89,37.19,1.36,60.88,0,Omega Plus,25.84,33.28,17.38,1.62,Algas,Levadura,430.11,11.82,36.4,3.58,3.13,4.52,237.81,13.84,0,146257,2.94
2025-08-10,2025,8,Sunday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,635.78,16.06,36.88,5.31,59.9,0,Omega Plus,21.83,29.8,16.95,1.82,Algas,Levadura,425.52,11.53,36.9,4,3.1,4.79,264.36,9.29,0,194135,3.15
2025-08-11,2025,8,Monday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,619.1,19.56,54.25,0,64.89,0,Omega Plus,19.97,29.58,14.93,1.61,Algas,Levadura,387.93,10.69,36.3,3.84,3.14,4.59,240.52,12,0,219422,2.69
2025-08-12,2025,8,Tuesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,619.11,16.9,44.24,3.68,61.06,0,Omega Plus,20.57,30.33,16.04,1.64,Algas,Levadura,397.27,10.33,38.48,3.68,3.2,4.8,240.59,12.05,0,206016,3.33
2025-08-13,2025,8,Wednesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,626.08,18.7,48.92,7.67,63.5,0,Omega Plus,21.49,31.54,16.72,1.42,Algas,Levadura,425.78,11.53,36.94,3.87,3.18,4.65,221.89,10.2,0,216991,3.67
2025-08-14,2025,8,Thursday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,616.91,19.32,49.77,8.02,64.35,0,Omega Plus,20.18,34.54,18.07,1.64,Algas,Levadura,442.79,12.09,36.63,4.07,3.22,4.75,246.48,10.42,0,168409,3.3
2025-08-15,2025,8,Friday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,608.68,18.77,44.96,10.8,63.43,0,Omega Plus,20.97,31.14,17.05,1.28,Algas,Levadura,396.76,10.8,36.74,3.64,3.2,5.04,235.4,8.77,0,230333,2.86
2025-08-16,2025,8,Saturday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,613.86,19.78,37.14,0,64.28,0,Omega Plus,20.61,27.84,15.06,1.56,Algas,Levadura,393.68,11.59,33.98,3.88,3,4.44,215.88,14.46,0,161686,2.98
2025-08-17,2025,8,Sunday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,628.36,16.89,45.61,3.77,61.08,0,Omega Plus,19.25,31.96,18.5,1.55,Algas,Levadura,419.09,11.58,36.2,3.76,2.98,4.84,224.91,10.07,0,165080,3.14
2025-08-18,2025,8,Monday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,637.61,14.82,42.1,0,58.47,0,Omega Plus,20.99,27.91,17.16,1.39,Algas,Levadura,425.97,11.52,36.96,3.76,3.15,4.94,231.73,12.86,0,139020,3.28
2025-08-19,2025,8,Tuesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,619.2,15.54,45.88,1.61,59.39,0,Omega Plus,24.85,26.64,17.49,1.25,Algas,Levadura,427.48,11.64,36.73,4,3.17,4.68,229.48,10.92,0,175615,2.67
2025-08-20,2025,8,Wednesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,637.51,15.8,40.68,1.07,59.64,0,Omega Plus,22,29.02,18.7,1.63,Algas,Levadura,428.91,12.1,35.43,3.92,3.25,4.63,267.94,11.31,0,216066,2.99
2025-08-21,2025,8,Thursday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,627.55,16.01,47.68,0,60,0,Omega Plus,20.38,34.12,16.35,1.79,Algas,Levadura,430.29,12.04,35.73,3.63,3.37,4.61,234.82,9.46,0,194638,3.17
2025-08-22,2025,8,Friday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,75,2,637.12,15.37,50.74,5.39,59.21,0,Omega Plus,23.05,28.91,16.52,1.38,Algas,Levadura,422.47,12.05,35.06,3.81,3.35,4.8,221.56,10.22,0,174156,3.03
2025-08-23,2025,8,Saturday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,629.31,15.66,42.24,0,59.5,0,Omega Plus,21.04,30.55,16.96,1.75,Algas,Levadura,433.84,11.15,38.9,3.8,3.13,4.5,261.49,10.35,0,196687,3.42
2025-08-24,2025,8,Sunday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,622,16.43,44.69,8.46,60.49,0,Omega Plus,21.3,30.57,18.2,1.68,Algas,Levadura,431.27,12.37,34.86,3.67,3.31,4.54,231.99,17.14,0,183594,3.48
2025-08-25,2025,8,Monday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,623.53,15.56,46.36,0,59.42,0,Omega Plus,23.68,28.34,18.6,1.66,Algas,Levadura,432.41,11.76,36.78,3.85,3.03,4.79,256.77,13.94,0,154271,2.76
2025-08-26,2025,8,Tuesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,621.72,15.25,41.47,3.22,58.99,0,Omega Plus,23.97,27.82,17.14,1.43,Algas,Levadura,438.65,12.75,34.4,3.63,3.15,4.95,222.81,13.55,0,174187,3.42
2025-08-27,2025,8,Wednesday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,626.35,16.16,45.34,15.32,60.16,0,Omega Plus,23.51,30.39,16.1,1.38,Algas,Levadura,429.54,11.7,36.7,4.08,3.31,4.59,230.9,14.68,0,168771,3.63
2025-08-28,2025,8,Thursday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,628.62,15.87,57.63,0.31,59.97,0,Omega Plus,24.38,30.31,17.83,1.55,Algas,Levadura,436.97,11.75,37.19,3.7,3.21,4.61,224.98,13.6,0,208761,3.2
2025-08-29,2025,8,Friday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,634.15,15.55,45.56,7.64,59.39,0,Omega Plus,22.55,29.65,16.67,1.42,Algas,Levadura,429.66,12.17,35.29,3.79,3.22,4.5,247.73,7.14,0,177839,3.17
2025-08-30,2025,8,Saturday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,631.12,13.54,42.67,10.26,56.89,0,Omega Plus,20.52,29.26,17.21,1.85,Algas,Levadura,439.84,12.23,35.96,4.25,3.11,4.7,272.54,13.09,0,179850,3.28
2025-08-31,2025,8,Sunday,Verano,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,625.9,15.24,45.08,0,59.01,0,Omega Plus,19.89,29.1,15.38,2.08,Algas,Levadura,423.5,11.13,38.05,3.98,3.24,4.85,226.86,10.8,0,192791,3.22
2025-09-01,2025,9,Monday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,613.39,17.56,51.61,0,62.11,0,Omega Plus,21.54,25.68,17.33,1.65,Algas,Levadura,407.69,11.37,35.87,3.74,3.39,4.59,259.49,9.97,0,158093,3.09
2025-09-02,2025,9,Tuesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,622.46,16.01,44.74,6.34,59.96,0,Omega Plus,21.01,31.25,16.95,1.8,Algas,Levadura,446.67,12.94,34.52,4.05,3.11,4.8,265.45,10.86,0,158429,4
2025-09-03,2025,9,Wednesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,618.83,18.24,38.13,4.51,62.5,0,Omega Plus,21.81,30.27,16.54,1.74,Algas,Levadura,413.96,11.27,36.72,3.63,3.04,4.95,249.19,9.72,0,159703,2.87
2025-09-04,2025,9,Thursday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,633.97,12.94,47.12,8.65,56.07,0,Omega Plus,23.44,31.15,17.22,1.43,Algas,Levadura,454.04,12.52,36.28,3.61,3.16,4.42,233.9,7.76,0,184417,3.57
2025-09-05,2025,9,Friday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,615.67,12.73,36.18,8.25,56,0,Omega Plus,23.06,30.73,17.07,1.47,Algas,Levadura,444.99,12.22,36.41,3.91,3.19,4.81,241.46,12.35,0,184005,3.39
2025-09-06,2025,9,Saturday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,630.3,13.92,44.82,0,57.35,0,Omega Plus,22.51,34.88,18.4,1.61,Algas,Levadura,460.72,13.11,35.14,4.08,3.21,4.53,235.29,13.44,0,230758,3.46
2025-09-07,2025,9,Sunday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,627.48,17.95,49.07,11.15,62.54,0,Omega Plus,23.94,29.82,16.97,1.65,Algas,Levadura,439.08,12.06,36.42,3.29,3.12,4.64,245.76,16.07,0,186534,2.8
2025-09-08,2025,9,Monday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,616.13,16.69,34.51,8.6,60.59,0,Omega Plus,22.64,30.77,18.05,1.65,Algas,Levadura,439.55,12.01,36.6,3.47,3.21,4.77,234.27,10.85,0,150829,3.15
2025-09-09,2025,9,Tuesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,611.82,16.38,52.66,0,60.58,0,Omega Plus,23.81,27.4,16.38,1.64,Algas,Levadura,426.17,12.3,34.65,3.63,3.37,4.78,267.14,9.8,0,189951,3.52
2025-09-10,2025,9,Wednesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,616.68,12.47,38,0,55.66,0,Omega Plus,23.42,29.1,15.98,1.79,Algas,Levadura,424.63,11.9,35.68,3.36,3.31,4.72,241.93,13.65,0,146811,3.03
2025-09-11,2025,9,Thursday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,622.22,14.88,52.77,0,58.57,0,Omega Plus,23.86,31.47,16.81,1.56,Algas,Levadura,467.29,12.71,36.76,3.76,3.34,4.92,222.45,11.85,0,145080,3.22
2025-09-12,2025,9,Friday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,610.2,18.08,55.84,11.88,62.96,0,Omega Plus,20.06,28.8,18,1.58,Algas,Levadura,433.88,11.87,36.55,3.97,3.12,4.68,249.5,10.25,0,158846,3.61
2025-09-13,2025,9,Saturday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,630.65,12.68,49.68,8.29,55.71,0,Omega Plus,23.56,30.09,15.58,1.65,Algas,Levadura,450.54,12.52,35.99,3.69,3.18,4.61,234.82,10.06,0,186434,3.15
2025-09-14,2025,9,Sunday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,634.64,13.45,45.05,5.32,56.75,0,Omega Plus,25.38,30.78,18.5,1.48,Algas,Levadura,452.33,13.01,34.77,3.74,3.11,4.62,260.49,15.1,0,182923,3.08
2025-09-15,2025,9,Monday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,624.46,15.92,37.72,5.63,59.75,0,Omega Plus,23.44,32.8,16.54,1.55,Algas,Levadura,451.97,12.54,36.04,3.61,3.18,4.69,251.31,10.43,0,217381,3.11
2025-09-16,2025,9,Tuesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,630.27,16.44,50.05,2.15,60.6,0,Omega Plus,23.03,30.42,16.28,1.38,Algas,Levadura,435.68,11.96,36.43,3.79,3.28,5.11,258.22,13.79,0,183283,3.39
2025-09-17,2025,9,Wednesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,631.93,15.23,45.45,6.63,58.99,0,Omega Plus,21.95,30.24,15.24,1.53,Algas,Levadura,424.62,11.95,35.55,3.64,3.36,4.89,241.84,12.15,0,206121,3.35
2025-09-18,2025,9,Thursday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,625.07,15.45,41.64,12.83,59.23,0,Omega Plus,23.99,35.46,17.44,1.56,Algas,Levadura,470.39,13.01,36.15,3.68,3.48,4.85,251.58,12.03,0,216079,2.78
2025-09-19,2025,9,Friday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,622.11,15.55,49.83,0,59.45,0,Omega Plus,21.78,27.79,16.29,1.51,Algas,Levadura,394.84,10.68,36.97,3.73,3,4.99,223.96,13.6,0,169032,3.25
2025-09-20,2025,9,Saturday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,622.45,14.17,46.72,1.03,57.65,0,Omega Plus,21.17,29.25,17.96,1.73,Algas,Levadura,432.08,11.55,37.4,4.12,3.15,4.5,237.67,11.17,0,178036,3.31
2025-09-21,2025,9,Sunday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,76,2,628.01,13.2,50.87,0,56.37,0,Omega Plus,24.01,33.67,18.9,1.63,Algas,Levadura,461.57,12.71,36.32,4.11,3.26,4.49,245.93,11.5,0,170691,2.67
2025-09-22,2025,9,Monday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,627.4,11.17,44.35,4.32,53.9,0,Omega Plus,22.41,30.29,15.34,1.54,Algas,Levadura,441.83,11.94,37,3.85,3.16,4.71,234.62,10.39,0,136247,3.23
2025-09-23,2025,9,Tuesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,643.92,15.66,54.79,0,59.65,0,Omega Plus,22.71,29.4,16.88,1.57,Algas,Levadura,442.2,12.01,36.83,4.05,3.15,4.47,213.12,10.7,0,147594,3.09
2025-09-24,2025,9,Wednesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,613.3,12.94,46.29,0.05,56.09,0,Omega Plus,21.77,30.9,15.46,1.43,Algas,Levadura,422.82,11.86,35.66,3.74,3.02,4.72,275.76,13.42,0,189197,3.18
2025-09-25,2025,9,Thursday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,618.61,16.14,43.17,15.16,60.1,0,Omega Plus,21.19,30.74,17.56,1.54,Algas,Levadura,415.35,11.69,35.53,3.91,3.36,4.51,239.44,13.04,0,196185,3.01
2025-09-26,2025,9,Friday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,609.59,15.91,41.42,12.28,59.79,0,Omega Plus,22.23,30.86,18.91,1.52,Algas,Levadura,438.08,12.51,35.02,3.9,3.34,4.76,242.98,9.24,0,181588,3.53
2025-09-27,2025,9,Saturday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,619.86,13.18,47.01,7.29,56.39,0,Omega Plus,22.07,30.64,18.54,1.3,Algas,Levadura,425.01,11.11,38.25,3.82,3.07,4.86,247.54,11.19,0,164563,3.08
2025-09-28,2025,9,Sunday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,621.34,12.41,46.96,1.33,55.41,0,Omega Plus,24.58,30.81,16.36,1.61,Algas,Levadura,444,12.31,36.08,3.99,3.22,4.77,254.97,13.58,0,170771,3.54
2025-09-29,2025,9,Monday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,630.91,14.41,48.84,6.9,57.96,0,Omega Plus,22.58,26.53,17.07,1.55,Algas,Levadura,419.02,11.69,35.84,3.92,3.23,4.51,225.25,10.81,0,225832,3.42
2025-09-30,2025,9,Tuesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,619.93,18.4,51.11,5.44,63.21,0,Omega Plus,25.04,30.65,15.91,1.79,Algas,Levadura,443.85,12.17,36.47,4.17,3.13,4.64,248.88,11.8,0,142007,3.3
2025-10-01,2025,10,Wednesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,625.08,16.16,44.47,8.44,60.15,0,Omega Plus,21.4,30.73,18.9,1.65,Algas,Levadura,441.67,12.29,35.93,3.9,3,4.7,240.79,8.64,0,195960,3.43
2025-10-02,2025,10,Thursday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,627.08,16.13,48.41,3.88,60.17,0,Omega Plus,21.36,30.99,17.1,1.55,Algas,Levadura,433.35,12.19,35.55,3.68,3.21,4.72,244.27,12.99,0,175523,3.58
2025-10-03,2025,10,Friday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,619.4,12.92,49.69,11.02,56.02,0,Omega Plus,23.63,28.27,16.72,1.81,Algas,Levadura,429.26,11.64,36.89,3.99,3.28,4.83,218.58,13.77,0,131065,3.05
2025-10-04,2025,10,Saturday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,614.42,10.6,51.49,7.04,52.93,0,Omega Plus,19.6,30.73,18.35,1.5,Algas,Levadura,440.91,12.31,35.81,3.43,3.23,4.56,239.5,13.75,0,155400,3.02
2025-10-05,2025,10,Sunday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,619.01,17.04,55.36,4.32,61.53,0,Omega Plus,22.45,31.59,14.73,1.66,Algas,Levadura,456.88,12.99,35.18,3.58,3.3,4.64,232.07,11.75,0,185465,3.48
2025-10-06,2025,10,Monday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,615.09,11.82,51.73,2.55,54.53,0,Omega Plus,22.47,29.48,17.07,1.53,Algas,Levadura,445.46,11.86,37.55,3.68,3.13,4.82,232.05,11.97,0,161467,2.28
2025-10-07,2025,10,Tuesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,622.85,13.12,50.32,4.96,56.26,0,Omega Plus,17.86,28.6,17.31,1.46,Algas,Levadura,393.83,11.15,35.34,3.78,3.2,4.72,240.17,14.3,0,166923,2.76
2025-10-08,2025,10,Wednesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,627.59,14.47,50.66,0,58.03,0,Omega Plus,19.82,32.06,17.27,1.46,Algas,Levadura,436.29,11.8,36.98,3.96,3.18,4.93,239.28,11.4,0,228557,3.12
2025-10-09,2025,10,Thursday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,622.64,13,47.71,0,56.15,0,Omega Plus,22.85,30.31,16.98,1.61,Algas,Levadura,419.36,11.45,36.64,3.81,3.12,4.78,233.21,9.54,0,202003,3.4
2025-10-10,2025,10,Friday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,631.83,11.53,53.43,6.01,54.1,0,Omega Plus,21.21,24.97,15.27,1.52,Algas,Levadura,380.88,10.41,36.57,3.91,3.24,4.52,250.64,10.14,0,179876,3.08
2025-10-11,2025,10,Saturday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,637.34,10.98,50.99,5.97,53.45,0,Omega Plus,22.36,33.05,17.79,1.52,Algas,Levadura,416.79,11.38,36.61,3.87,3.21,4.7,244.43,9.68,0,178670,2.84
2025-10-12,2025,10,Sunday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,635.64,16.39,45.52,8.78,60.45,0,Omega Plus,21.4,32.78,17.73,1.55,Algas,Levadura,426.99,11.49,37.18,3.62,3.22,4.31,264.44,11.42,0,181782,3.37
2025-10-13,2025,10,Monday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,619.58,12.47,48.3,9.74,55.46,0,Omega Plus,19.01,31.77,15.64,1.63,Algas,Levadura,424.31,12.01,35.33,3.93,2.89,4.89,236.89,12.94,0,129426,2.73
2025-10-14,2025,10,Tuesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,632.76,13.68,55.61,5.24,56.96,0,Omega Plus,24.3,30.98,16.62,1.49,Algas,Levadura,444.98,11.86,37.51,3.84,3.28,4.73,236.16,14.3,0,157855,2.72
2025-10-15,2025,10,Wednesday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,627.68,12.93,51.38,7.93,56.01,0,Omega Plus,19.89,30.4,18.61,1.48,Algas,Levadura,451.2,12.45,36.25,4.02,3.19,4.74,227.98,13.07,0,197095,3.03
2025-10-16,2025,10,Thursday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,618.68,16.69,56.06,3.21,61.06,0,Omega Plus,23.93,31.47,18.48,1.42,Algas,Levadura,425.4,11.33,37.55,3.99,3.34,4.43,243.84,15.19,0,160377,3.13
2025-10-17,2025,10,Friday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,625.33,15.15,51.54,7.06,58.93,0,Omega Plus,21.06,28.96,16.94,1.51,Algas,Levadura,418.32,12.05,34.72,3.91,3.23,4.71,254.01,13.52,0,184853,3.53
2025-10-18,2025,10,Saturday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,641.02,13.58,56.46,6.17,56.82,0,Omega Plus,17.35,27.67,16.33,1.41,Algas,Levadura,397.15,10.46,37.98,3.67,3.13,4.36,201.98,13.71,0,158558,2.69
2025-10-19,2025,10,Sunday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,640.62,14.84,50.4,2.82,58.52,0,Omega Plus,23.75,33,16.32,1.61,Algas,Levadura,469.09,12.56,37.36,3.66,3.21,4.6,217.1,12.77,0,160123,2.95
2025-10-20,2025,10,Monday,Otoño,VAC_044,Vaca_044,Holstein,Semi-Intensivo,77,2,621.05,12.3,54.62,0,55.11,0,Omega Plus,22.03,30.91,17.97,1.31,Algas,Levadura,431.84,12.1,35.69,3.59,3.27,4.76,250.77,11.02,0,179304,3.97
